run_id,config_id,pair_key,base_id,cornea_id,platform_id,optic_state,pupil_mm,defocus_retina_d,defocus_shape_d,mtfa,mtf10,mtf20,mtf30,mtf40,mtf50,mtf60
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,-0.625,-0.625,0.140811151630923,0.10135302471286778,0.11436840109989023,0.0906610879762982,0.007920423078921922,0.00564107613442802,0.00781728114128155
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,-0.75,-0.75,0.12430683313915805,0.06328176059690768,0.03465259117138601,0.049422249106343734,0.01052701269588648,0.004819517485620498,0.011729936706095657
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,-0.875,-0.875,0.11787714143197364,0.16103702854851704,0.1539441318826656,0.002060511411699479,0.02436588446804765,0.032105527948447524,0.01038690256146449
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,-1.0,-1.0,0.10041063816061195,0.18403003478466587,0.14406202728690004,0.008998861205633537,0.013148280131241894,0.006676563865715153,0.0006774005192410176
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,-1.125,-1.125,0.09170004123528099,0.14410205130510784,0.03893741115390241,0.02586213699424425,0.01825879183045811,0.0067425678981688835,0.010145139825248636
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,-1.25,-1.25,0.08104287369558705,0.06704037573103656,0.05177262501394689,0.0031213403606971265,0.0037993452302500837,0.007538988325584247,0.003916505534439669
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,-1.375,-1.375,0.07381401903298138,0.01674829002946834,0.059235466424160485,0.012909383471245425,0.011850221194370056,0.0008381432695391479,0.005574288976791983
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,-1.5,-1.5,0.06859245476956341,0.08179815784293175,0.008479780134609136,0.007515136664505658,0.002218313368495408,0.007575453795994319,0.0035008286052268483
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,-1.625,-1.625,0.060341115251652075,0.11413763659935974,0.030779221593219337,0.020816481645939893,0.0021871347314180605,0.0032224727154082458,0.0005199908398250774
supplemental-1-b7a85f6f8dcc4ac9853c6a4771bac31d,R8_R6_LB_AL2395_N0_WFS_EDOF_EPD3,R6_LB_AL2395_N0_WFS_EPD3,LB_AL2395,N0,WFS,EDOF,3.0,-1.75,-1.75,0.057477983095782365,0.11309778473646291,0.024008782949513294,0.0027061515438567456,0.010877703711297535,0.0040801900562177995,0.003750441300615553
